168 0.8400000000000006  0 0 0  1.762982667361908e-10 1.990250021540591e-06 0  
169 0.8450000000000006  0 0 0  1.392561396164417e-10 1.547166955937662e-06 0  
170 0.8500000000000006  0 0 0  1.212055630637297e-10 1.37175486751341e-06 0  
171 0.8550000000000006  0 0 0  9.417190546449501e-11 1.04277464939359e-06 0  
172 0.8600000000000007  0 0 0  8.35536825439754e-11 9.488388124490803e-07 0  
173 0.8650000000000007  0 0 0  6.345577586079351e-11 6.993413198136221e-07 0  
174 0.8700000000000007  0 0 0  5.780878751782291e-11 6.594646261537713e-07 0  
175 0.8750000000000007  0 0 0  4.254088938252474e-11 4.656890589815825e-07 0  
176 0.8800000000000007  0 0 0  4.01938414413165e-11 4.612878162028916e-07 0  
177 0.8850000000000007  0 0 0  2.831103576453206e-11 3.068982887371436e-07 0  
178 0.8900000000000007  0 0 0  2.813079436557719e-11 3.254040812043218e-07 0  
179 0.8950000000000007  0 0 0  1.863994645626751e-11 1.991440912650782e-07 0  
180 0.9000000000000007  0 0 0  1.98598944300399e-11 2.320821380109516e-07 0  
181 0.9050000000000007  0 0 0  1.207689135011947e-11 1.261723812288447e-07 0  
182 0.9100000000000007  0 0 0  1.417988019759931e-11 1.67851485821341e-07 0  
183 0.9150000000000007  0 0 0  7.632120894594837e-12 7.689516918731768e-08 0  
184 0.9200000000000007  0 0 0  1.027066913109194e-11 1.235148624830312e-07 0  
185 0.9250000000000007  0 0 0  4.630446646468713e-12 4.374953334125482e-08 0  
186 0.9300000000000007  0 0 0  7.572346414391382e-12 9.279177005932877e-08 0  
187 0.9350000000000007  0 0 0  2.61132203914077e-12 2.157777116595062e-08 0  
188 0.9400000000000007  0 0 0  5.702576664481868e-12 7.139268462498149e-08 0  
189 0.9450000000000007  0 0 0  1.260656508246155e-12 6.863219555625089e-09 0  
190 0.9500000000000007  0 0 0  4.400237954530348e-12 5.638719579760463e-08 0  
191 0.9550000000000007  0 0 0  3.642854508530846e-13 -2.791207989957494e-09 0  
192 0.9600000000000007  0 0 0  3.48695176810085e-12 4.577274645567362e-08 0  
193 0.9650000000000007  0 0 0  -2.237812897628729e-13 -9.018849416119829e-09 0  
194 0.9700000000000008  0 0 0  2.840826466661761e-12 3.818027868227402e-08 0  
195 0.9750000000000008  0 0 0  -6.030257520493594e-13 -1.293209100790475e-08 0  
196 0.9800000000000008  0 0 0  2.378536238678911e-12 3.267331697779208e-08 0  
197 0.9850000000000008  0 0 0  -8.412058994423464e-13 -1.528803147280535e-08 0  
198 0.9900000000000008  0 0 0  2.043088910672242e-12 2.861082250276305e-08 0  
199 0.9950000000000008  0 0 0  -9.844431447327146e-13 -1.660151121792222e-08 0  
200 1.000000000000001  0 0 0  1.795476388680262e-12 2.555357191368765e-08 0  
