"T","A:0","A:1","A:2","J:0","J:1","J:2","V","B:0","B:1","B:2","Jcond:0","Jcond:1","Jcond:2","Jinduct:0","Jinduct:1","Jinduct:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
347.52,0.052244,-0.00059358,1.0403e-07,1.0296e+08,-1.0321e+06,-9786,0.24818,-4.4955e-05,0.013725,-0.48089,1.0588e+08,-6.2497e+06,-71263,3.8636e-08,-1.2074e-09,2.8357e-10,1,0.012325,0.001,0.087325,0
347.52,0.052241,-0.00059251,1.1509e-07,1.0291e+08,-1.0839e+06,-10277,0.24819,-4.4955e-05,0.013725,-0.48089,1.0588e+08,-6.2497e+06,-71263,3.8636e-08,-1.2074e-09,2.8357e-10,1,0.01235,0.001,0.08735,0
347.52,0.052238,-0.00059144,1.2614e-07,1.0285e+08,-1.1356e+06,-10767,0.24819,-4.4955e-05,0.013725,-0.48089,1.0588e+08,-6.2497e+06,-71263,3.8636e-08,-1.2074e-09,2.8357e-10,1,0.012375,0.001,0.087375,0
347.52,0.052236,-0.00059037,1.372e-07,1.028e+08,-1.1874e+06,-11258,0.24819,-4.4955e-05,0.013725,-0.48089,1.0588e+08,-6.2497e+06,-71263,3.8636e-08,-1.2074e-09,2.8357e-10,1,0.0124,0.001,0.0874,0
347.48,0.052228,-0.0005896,1.4302e-07,1.0281e+08,-1.1352e+06,-10763,0.24819,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.012425,0.001,0.087425,0
347.45,0.05222,-0.00058884,1.4861e-07,1.0282e+08,-1.0783e+06,-10224,0.24819,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.01245,0.001,0.08745,0
347.42,0.052212,-0.00058809,1.5419e-07,1.0283e+08,-1.0214e+06,-9684.2,0.2482,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.012475,0.001,0.087475,0
347.38,0.052204,-0.00058733,1.5978e-07,1.0285e+08,-9.6451e+05,-9144.8,0.2482,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.0125,0.001,0.0875,0
347.35,0.052196,-0.00058657,1.6537e-07,1.0286e+08,-9.0761e+05,-8605.3,0.2482,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.012525,0.001,0.087525,0
347.32,0.052188,-0.00058581,1.7095e-07,1.0287e+08,-8.5072e+05,-8065.9,0.2482,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.01255,0.001,0.08755,0
347.28,0.052181,-0.00058506,1.7654e-07,1.0288e+08,-7.9381e+05,-7526.3,0.2482,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.012575,0.001,0.087575,0
347.25,0.052173,-0.0005843,1.8212e-07,1.0289e+08,-7.3692e+05,-6986.9,0.2482,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.0126,0.001,0.0876,0
347.22,0.052165,-0.00058354,1.8771e-07,1.029e+08,-6.8003e+05,-6447.5,0.24821,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.012625,0.001,0.087625,0
347.18,0.052157,-0.00058278,1.9329e-07,1.0292e+08,-6.2312e+05,-5908,0.24821,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.01265,0.001,0.08765,0
347.15,0.052149,-0.00058203,1.9888e-07,1.0293e+08,-5.6623e+05,-5368.6,0.24821,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.012675,0.001,0.087675,0
347.12,0.052141,-0.00058127,2.0446e-07,1.0294e+08,-5.0932e+05,-4829,0.24821,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.0127,0.001,0.0877,0
347.08,0.052133,-0.00058051,2.1005e-07,1.0295e+08,-4.5243e+05,-4289.6,0.24821,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.012725,0.001,0.087725,0
347.05,0.052125,-0.00057976,2.1564e-07,1.0296e+08,-3.9552e+05,-3750.1,0.24821,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.01275,0.001,0.08775,0
347.01,0.052117,-0.000579,2.2122e-07,1.0298e+08,-3.3863e+05,-3210.7,0.24821,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.012775,0.001,0.087775,0
346.98,0.052109,-0.00057824,2.2681e-07,1.0299e+08,-2.8173e+05,-2671.1,0.24822,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.0128,0.001,0.0878,0
346.95,0.052102,-0.00057748,2.3239e-07,1.03e+08,-2.2484e+05,-2131.7,0.24822,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.012825,0.001,0.087825,0
346.91,0.052094,-0.00057673,2.3798e-07,1.0301e+08,-1.6795e+05,-1592.3,0.24822,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.01285,0.001,0.08785,0
346.88,0.052086,-0.00057597,2.4356e-07,1.0302e+08,-1.1104e+05,-1052.8,0.24822,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.012875,0.001,0.087875,0
346.85,0.052078,-0.00057521,2.4915e-07,1.0304e+08,-54148,-513.39,0.24822,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.0129,0.001,0.0879,0
346.81,0.05207,-0.00057445,2.5473e-07,1.0305e+08,2759.5,26.163,0.24822,-0.00012202,0.011413,-0.2792,1.0545e+08,-3.5409e+06,-40376,3.8636e-08,-1.0061e-09,3.4448e-10,1,0.012925,0.001,0.087925,0
346.78,0.052062,-0.00057449,2.5446e-07,1.0305e+08,-3.9232e-07,1.9792e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01295,0.001,0.08795,0
346.75,0.052054,-0.00057449,2.5446e-07,1.0305e+08,-3.9113e-07,1.9895e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.012975,0.001,0.087975,0
346.72,0.052047,-0.00057449,2.5446e-07,1.0305e+08,-3.8995e-07,1.9999e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013,0.001,0.088,0
346.68,0.052039,-0.00057449,2.5446e-07,1.0305e+08,-3.8876e-07,2.0103e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013025,0.001,0.088025,0
346.65,0.052031,-0.00057449,2.5446e-07,1.0305e+08,-3.8758e-07,2.0207e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01305,0.001,0.08805,0
346.62,0.052023,-0.00057449,2.5446e-07,1.0305e+08,-3.8639e-07,2.031e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013075,0.001,0.088075,0
346.59,0.052015,-0.00057449,2.5446e-07,1.0305e+08,-3.852e-07,2.0414e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0131,0.001,0.0881,0
346.56,0.052007,-0.00057449,2.5446e-07,1.0305e+08,-3.8402e-07,2.0518e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013125,0.001,0.088125,0
346.52,0.052,-0.00057449,2.5446e-07,1.0305e+08,-3.8283e-07,2.0622e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01315,0.001,0.08815,0
346.49,0.051992,-0.00057449,2.5446e-07,1.0305e+08,-3.8165e-07,2.0725e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013175,0.001,0.088175,0
346.46,0.051984,-0.00057449,2.5446e-07,1.0305e+08,-3.8046e-07,2.0829e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0132,0.001,0.0882,0
346.43,0.051976,-0.00057449,2.5446e-07,1.0305e+08,-3.7928e-07,2.0933e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013225,0.001,0.088225,0
346.4,0.051968,-0.00057449,2.5446e-07,1.0305e+08,-3.7809e-07,2.1037e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01325,0.001,0.08825,0
346.36,0.051961,-0.00057449,2.5446e-07,1.0305e+08,-3.769e-07,2.114e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013275,0.001,0.088275,0
346.33,0.051953,-0.00057449,2.5446e-07,1.0305e+08,-3.7572e-07,2.1244e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0133,0.001,0.0883,0
346.3,0.051945,-0.00057449,2.5446e-07,1.0305e+08,-3.7453e-07,2.1348e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013325,0.001,0.088325,0
346.27,0.051937,-0.00057449,2.5446e-07,1.0305e+08,-3.7335e-07,2.1452e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01335,0.001,0.08835,0
346.23,0.051929,-0.00057449,2.5446e-07,1.0305e+08,-3.7216e-07,2.1555e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013375,0.001,0.088375,0
346.2,0.051922,-0.00057449,2.5446e-07,1.0305e+08,-3.7098e-07,2.1659e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0134,0.001,0.0884,0
346.17,0.051914,-0.00057449,2.5446e-07,1.0305e+08,-3.6979e-07,2.1763e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013425,0.001,0.088425,0
346.14,0.051906,-0.00057449,2.5446e-07,1.0305e+08,-3.6861e-07,2.1867e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01345,0.001,0.08845,0
346.11,0.051898,-0.00057449,2.5446e-07,1.0305e+08,-3.6742e-07,2.197e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013475,0.001,0.088475,0
346.07,0.05189,-0.00057449,2.5446e-07,1.0305e+08,-3.6623e-07,2.2074e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0135,0.001,0.0885,0
346.04,0.051883,-0.00057449,2.5446e-07,1.0305e+08,-3.6505e-07,2.2178e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013525,0.001,0.088525,0
346.01,0.051875,-0.00057449,2.5446e-07,1.0305e+08,-3.6386e-07,2.2282e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01355,0.001,0.08855,0
345.98,0.051867,-0.00057449,2.5446e-07,1.0305e+08,-3.6268e-07,2.2385e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013575,0.001,0.088575,0
345.94,0.051859,-0.00057449,2.5446e-07,1.0305e+08,-3.6149e-07,2.2489e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0136,0.001,0.0886,0
345.91,0.051851,-0.00057449,2.5446e-07,1.0305e+08,-3.6031e-07,2.2593e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013625,0.001,0.088625,0
345.88,0.051843,-0.00057449,2.5446e-07,1.0305e+08,-3.5912e-07,2.2697e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01365,0.001,0.08865,0
345.85,0.051836,-0.00057449,2.5446e-07,1.0305e+08,-3.5793e-07,2.28e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013675,0.001,0.088675,0
345.82,0.051828,-0.00057449,2.5446e-07,1.0305e+08,-3.5675e-07,2.2904e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0137,0.001,0.0887,0
345.78,0.05182,-0.00057449,2.5446e-07,1.0305e+08,-3.5556e-07,2.3008e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013725,0.001,0.088725,0
345.75,0.051812,-0.00057449,2.5446e-07,1.0305e+08,-3.5438e-07,2.3112e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01375,0.001,0.08875,0
345.72,0.051804,-0.00057449,2.5446e-07,1.0305e+08,-3.5319e-07,2.3215e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013775,0.001,0.088775,0
345.69,0.051797,-0.00057449,2.5446e-07,1.0305e+08,-3.5201e-07,2.3319e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0138,0.001,0.0888,0
345.65,0.051789,-0.00057449,2.5446e-07,1.0305e+08,-3.5082e-07,2.3423e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013825,0.001,0.088825,0
345.62,0.051781,-0.00057449,2.5446e-07,1.0305e+08,-3.4963e-07,2.3527e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01385,0.001,0.08885,0
345.59,0.051773,-0.00057449,2.5446e-07,1.0305e+08,-3.4845e-07,2.363e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013875,0.001,0.088875,0
345.56,0.051765,-0.00057449,2.5446e-07,1.0305e+08,-3.4726e-07,2.3734e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0139,0.001,0.0889,0
345.53,0.051758,-0.00057449,2.5446e-07,1.0305e+08,-3.4608e-07,2.3838e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013925,0.001,0.088925,0
345.49,0.05175,-0.00057449,2.5446e-07,1.0305e+08,-3.4489e-07,2.3942e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01395,0.001,0.08895,0
345.46,0.051742,-0.00057449,2.5446e-07,1.0305e+08,-3.4371e-07,2.4045e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.013975,0.001,0.088975,0
345.43,0.051734,-0.00057449,2.5446e-07,1.0305e+08,-3.4252e-07,2.4149e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014,0.001,0.089,0
345.4,0.051726,-0.00057449,2.5446e-07,1.0305e+08,-3.4133e-07,2.4253e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014025,0.001,0.089025,0
345.36,0.051719,-0.00057449,2.5446e-07,1.0305e+08,-3.4015e-07,2.4357e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01405,0.001,0.08905,0
345.33,0.051711,-0.00057449,2.5446e-07,1.0305e+08,-3.3896e-07,2.446e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014075,0.001,0.089075,0
345.3,0.051703,-0.00057449,2.5446e-07,1.0305e+08,-3.3778e-07,2.4564e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0141,0.001,0.0891,0
345.27,0.051695,-0.00057449,2.5446e-07,1.0305e+08,-3.3659e-07,2.4668e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014125,0.001,0.089125,0
345.24,0.051687,-0.00057449,2.5446e-07,1.0305e+08,-3.3541e-07,2.4772e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01415,0.001,0.08915,0
345.2,0.051679,-0.00057449,2.5446e-07,1.0305e+08,-3.3422e-07,2.4875e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014175,0.001,0.089175,0
345.17,0.051672,-0.00057449,2.5446e-07,1.0305e+08,-3.3303e-07,2.4979e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0142,0.001,0.0892,0
345.14,0.051664,-0.00057449,2.5446e-07,1.0305e+08,-3.3185e-07,2.5083e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014225,0.001,0.089225,0
345.11,0.051656,-0.00057449,2.5446e-07,1.0305e+08,-3.3066e-07,2.5187e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01425,0.001,0.08925,0
345.07,0.051648,-0.00057449,2.5446e-07,1.0305e+08,-3.2948e-07,2.529e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014275,0.001,0.089275,0
345.04,0.05164,-0.00057449,2.5446e-07,1.0305e+08,-3.2829e-07,2.5394e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0143,0.001,0.0893,0
345.01,0.051633,-0.00057449,2.5446e-07,1.0305e+08,-3.2711e-07,2.5498e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014325,0.001,0.089325,0
344.98,0.051625,-0.00057449,2.5446e-07,1.0305e+08,-3.2592e-07,2.5602e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01435,0.001,0.08935,0
344.95,0.051617,-0.00057449,2.5446e-07,1.0305e+08,-3.2473e-07,2.5705e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014375,0.001,0.089375,0
344.91,0.051609,-0.00057449,2.5446e-07,1.0305e+08,-3.2355e-07,2.5809e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0144,0.001,0.0894,0
344.88,0.051601,-0.00057449,2.5446e-07,1.0305e+08,-3.2236e-07,2.5913e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014425,0.001,0.089425,0
344.85,0.051594,-0.00057449,2.5446e-07,1.0305e+08,-3.2118e-07,2.6017e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01445,0.001,0.08945,0
344.82,0.051586,-0.00057449,2.5446e-07,1.0305e+08,-3.1999e-07,2.612e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014475,0.001,0.089475,0
344.78,0.051578,-0.00057449,2.5446e-07,1.0305e+08,-3.1881e-07,2.6224e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0145,0.001,0.0895,0
344.75,0.05157,-0.00057449,2.5446e-07,1.0305e+08,-3.1762e-07,2.6328e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014525,0.001,0.089525,0
344.72,0.051562,-0.00057449,2.5446e-07,1.0305e+08,-3.1643e-07,2.6432e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01455,0.001,0.08955,0
344.69,0.051555,-0.00057449,2.5446e-07,1.0305e+08,-3.1525e-07,2.6535e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014575,0.001,0.089575,0
344.66,0.051547,-0.00057449,2.5446e-07,1.0305e+08,-3.1406e-07,2.6639e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0146,0.001,0.0896,0
344.62,0.051539,-0.00057449,2.5446e-07,1.0305e+08,-3.1288e-07,2.6743e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014625,0.001,0.089625,0
344.59,0.051531,-0.00057449,2.5446e-07,1.0305e+08,-3.1169e-07,2.6847e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01465,0.001,0.08965,0
344.56,0.051523,-0.00057449,2.5446e-07,1.0305e+08,-3.1051e-07,2.695e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014675,0.001,0.089675,0
344.53,0.051515,-0.00057449,2.5446e-07,1.0305e+08,-3.0932e-07,2.7054e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.0147,0.001,0.0897,0
344.49,0.051508,-0.00057449,2.5446e-07,1.0305e+08,-3.0813e-07,2.7158e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.014725,0.001,0.089725,0
344.46,0.0515,-0.00057449,2.5446e-07,1.0305e+08,-3.0695e-07,2.7262e-07,0.24822,-1.5581e-20,0.011301,-0.2621,1.0305e+08,-6.1789e-07,-7.4544e-22,3.2196e-08,-4.0246e-10,1.8642e-10,1,0.01475,0.001,0.08975,0
