t,NbIter,Residual,V[V0],I[V0],V[V1],I[V1],Bz,T
5.51,1,2.181103983e-15,0.000000,77341.589543,0.000000,-77343.520714,-0.532146,351.3060895
5.52,1,1.111144893e-15,0.000000,52826.983539,0.000000,-52820.664439,-0.363369,351.0069841
5.53,1,1.110025726e-15,0.000000,36164.837364,0.000000,-36159.352957,-0.248731,350.6457331
5.54,1,8.805298426e-16,0.000000,24778.585443,0.000000,-24774.632418,-0.170415,350.254319
5.55,1,5.327571643e-16,0.000000,16985.681462,0.000000,-16982.934456,-0.116820,349.8480693
5.56,1,4.208053887e-16,0.000000,11648.501009,0.000000,-11646.606303,-0.080115,349.4341592
5.57,1,1.979302212e-16,0.000000,7991.491753,0.000000,-7990.185849,-0.054964,349.0159685
5.58,1,2.528474175e-16,0.000000,5484.701249,0.000000,-5483.800420,-0.037724,348.5951495
5.59,1,5.060383815e-17,0.000000,3765.680588,0.000000,-3765.058493,-0.025901,348.1725851
5.6,1,9.759537711e-17,0.000000,2586.412345,0.000000,-2585.982271,-0.017790,347.7488233
5.61,1,6.067643987e-17,0.000000,1777.109926,0.000000,-1776.812306,-0.012224,347.3242697
5.62,1,5.535402352e-17,0.000000,1221.494575,0.000000,-1221.288429,-0.008402,346.8992692
5.63,1,6.288405417e-17,0.000000,839.900830,0.000000,-839.757927,-0.005777,346.4741382
5.64,1,1.256621482e-17,0.000000,577.726403,0.000000,-577.627267,-0.003974,346.049175
5.65,1,1.997805707e-17,0.000000,397.532559,0.000000,-397.463740,-0.002735,345.6246627
5.66,1,4.628207478e-18,0.000000,273.639033,0.000000,-273.591230,-0.001882,345.2008682
5.67,1,5.735060685e-18,0.000000,188.424271,0.000000,-188.391048,-0.001296,344.7780409
5.68,1,2.686345318e-18,0.000000,129.791938,0.000000,-129.768837,-0.000893,344.356412
5.69,1,6.463622922e-18,0.000000,89.435372,0.000000,-89.419302,-0.000615,343.936194
5.7,1,1.185963796e-18,0.000000,61.648188,0.000000,-61.637004,-0.000424,343.5175806
5.71,1,6.539839678e-19,0.000000,42.508854,0.000000,-42.501068,-0.000292,343.1007477
5.72,1,1.225846842e-18,0.000000,29.321440,0.000000,-29.316017,-0.000202,342.6858535
5.73,1,4.715016882e-19,0.000000,20.231902,0.000000,-20.228125,-0.000139,342.2730399
5.74,1,7.091779636e-19,0.000000,13.964726,0.000000,-13.962094,-0.000096,341.8624335
5.75,1,5.252535733e-19,0.000000,9.642090,0.000000,-9.640255,-0.000066,341.4541465
5.76,1,2.106677868e-19,0.000000,6.659656,0.000000,-6.658377,-0.000046,341.0482782
5.77,1,6.593407623e-20,0.000000,4.601220,0.000000,-4.600328,-0.000032,340.6449156
5.78,1,7.919758794e-20,0.000000,3.180048,0.000000,-3.179426,-0.000022,340.2441348
5.79,1,5.382987207e-20,0.000000,2.198531,0.000000,-2.198097,-0.000015,339.8460017
5.8,1,3.718439568e-20,0.000000,1.520438,0.000000,-1.520135,-0.000010,339.4505733
5.81,1,2.878841192e-20,0.000000,1.051818,0.000000,-1.051607,-0.000007,339.0578982
5.82,1,1.716298045e-20,0.000000,0.727860,0.000000,-0.727712,-0.000005,338.6680176
5.83,1,8.179224981e-21,0.000000,0.503835,0.000000,-0.503732,-0.000003,338.2809658
5.84,1,4.732962817e-21,0.000000,0.348868,0.000000,-0.348796,-0.000002,337.8967712
5.85,1,3.13119431e-21,0.000000,0.241638,0.000000,-0.241588,-0.000002,337.5154566
5.86,1,8.887903961e-21,0.000000,0.167418,0.000000,-0.167382,-0.000001,337.1370398
5.87,1,1.74761812e-21,0.000000,0.116029,0.000000,-0.116004,-0.000001,336.7615344
5.88,1,2.267584857e-21,0.000000,0.080437,0.000000,-0.080420,-0.000001,336.3889499
5.89,1,2.985496262e-21,0.000000,0.055780,0.000000,-0.055768,-0.000000,336.0192922
5.9,1,1.532105503e-21,0.000000,0.038692,0.000000,-0.038684,-0.000000,335.652564
5.91,1,1.716497967e-21,0.000000,0.026847,0.000000,-0.026841,-0.000000,335.2887653
5.92,1,3.868145128e-22,0.000000,0.018633,0.000000,-0.018629,-0.000000,334.9278933
5.93,1,4.469531166e-22,0.000000,0.012936,0.000000,-0.012933,-0.000000,334.5699433
5.94,1,1.483935384e-22,0.000000,0.008984,0.000000,-0.008982,-0.000000,334.2149082
5.95,1,2.588810259e-22,0.000000,0.006240,0.000000,-0.006239,-0.000000,333.8627792
5.96,1,1.066512221e-22,0.000000,0.004336,0.000000,-0.004335,-0.000000,333.5135462
5.97,1,8.703298805e-23,0.000000,0.003014,0.000000,-0.003013,-0.000000,333.1671972
5.98,1,4.619559707e-23,0.000000,0.002095,0.000000,-0.002095,-0.000000,332.8237194
5.99,1,5.484333782e-23,0.000000,0.001457,0.000000,-0.001457,-0.000000,332.4830987
6,1,4.066194257e-23,0.000000,0.001013,0.000000,-0.001013,-0.000000,332.1453198
